2025-10-13 02:21:55 | iot_test_files/test_scenario_attack/test.encrypted | Confidence: 96.0% | Reason: Rule-based alerts: High entropy detected: 7.81 (threshold: 7.5)
2025-10-17 23:37:13 | iot_test_files/normal/normal_file_16.txt | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:37:13 | iot_test_files/normal/normal_file_16.txt | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:37:13 | iot_test_files/normal/normal_file_17.txt | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:37:13 | iot_test_files/normal/normal_file_17.txt | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:37:13 | iot_test_files/normal/normal_file_18.txt | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:37:13 | iot_test_files/normal/normal_file_18.txt | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:37:13 | iot_test_files/normal/normal_file_19.txt | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:37:13 | iot_test_files/normal/normal_file_19.txt | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_16.cfg.encrypted | Confidence: 0.0% | Reason: High entropy (6.71)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_16.cfg.encrypted | Confidence: 0.0% | Reason: High entropy (6.71)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_16.cfg.encrypted | Confidence: 0.0% | Reason: High entropy (6.71)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_16.cfg.encrypted | Confidence: 0.0% | Reason: High entropy (6.71)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_16.cfg.encrypted | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_16.cfg.encrypted | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_38_1760338265.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_38_1760338265.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337909_7971.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.45)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337909_7971.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.45)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337909_7971.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.45)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337909_7971.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.45)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/system_log_14.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.48)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/system_log_14.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.48)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_002.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.43)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_002.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.43)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_42_1760338565.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_42_1760338565.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_42_1760338565.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_42_1760338565.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338644_8734.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338644_8734.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338644_8734.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338644_8734.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_17.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_17.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_11.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_11.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_0.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_0.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337347_4018.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.32)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337347_4018.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.32)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337347_4018.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337347_4018.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (19 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/system_log_14.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.48)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338465_6490.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.52)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338465_6490.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.52)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338465_6490.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338465_6490.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (20 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_16.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_16.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (21 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_16_1760337003.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.70)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_16_1760337003.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.70)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_16_1760337003.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (22 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_16_1760337003.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (22 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/system_log_14.log.encrypted | Confidence: 0.0% | Reason: High entropy (6.48)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_14_1760338637.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (23 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_14_1760338637.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (23 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_14_1760338637.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (24 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_14_1760338637.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (24 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337117_4953.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.75)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337117_4953.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.75)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_002.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.43)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337117_4953.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (25 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337117_4953.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (25 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: High entropy (7.17)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: High entropy (7.17)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (26 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/backup_data_15.dat.encrypted | Confidence: 0.0% | Reason: Rapid file access (26 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337837_7357.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.83)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337837_7357.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.83)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337837_7357.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (27 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760337837_7357.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (27 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338453_9813.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.30)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338453_9813.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.30)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_002.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.43)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338453_9813.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (28 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338453_9813.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (28 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338453_9813.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.30)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338453_9813.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.30)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338453_9813.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (29 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338453_9813.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (29 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_12_1760338241.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.71)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_12_1760338241.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.71)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_12_1760338241.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (30 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_12_1760338241.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (30 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_12_1760338241.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.71)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_12_1760338241.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.71)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_42_1760338565.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_12_1760338241.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (31 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_12_1760338241.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (31 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338429_6970.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.40)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338429_6970.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.40)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_42_1760338565.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_42_1760338565.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338429_6970.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (32 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338429_6970.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (32 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_001.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.47)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_001.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.47)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_001.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (33 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_001.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (33 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_42_1760338565.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.14)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_29_1760338253.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (34 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_29_1760338253.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (34 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_29_1760338253.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (35 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_29_1760338253.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (35 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_1.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (36 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_1.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (36 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_0.cfg.encrypted | Confidence: 0.0% | Reason: High entropy (7.50)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_0.cfg.encrypted | Confidence: 0.0% | Reason: High entropy (7.50)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338644_8734.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338644_8734.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_0.cfg.encrypted | Confidence: 0.0% | Reason: Rapid file access (37 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/config_device_0.cfg.encrypted | Confidence: 0.0% | Reason: Rapid file access (37 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338644_8734.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338644_8734.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.58)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338356_5549.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.38)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338356_5549.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.38)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338356_5549.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (38 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760338356_5549.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (38 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760336629_7095.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.95)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760336629_7095.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.95)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760336629_7095.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (39 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/log_1760336629_7095.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (39 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_17.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_17.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (16 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_004.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.40)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_004.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.40)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_004.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (40 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_004.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (40 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_004.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.40)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_004.txt.encrypted.encrypted | Confidence: 0.0% | Reason: High entropy (6.40)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_11.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/normal_file_11.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (17 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_004.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (41 files)
2025-10-17 23:37:23 | iot_test_files/normal_encrypted/device_004.txt.encrypted.encrypted | Confidence: 0.0% | Reason: Rapid file access (41 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/normal_file_8.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (42 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/normal_file_8.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (42 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760337299_8123.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.37)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760337299_8123.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.37)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760337299_8123.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (43 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760337299_8123.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (43 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/normal_file_0.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/normal_file_19.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (44 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/normal_file_0.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (18 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/normal_file_19.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (44 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760338308_6581.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.76)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760338308_6581.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.76)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760338308_6581.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (45 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760338308_6581.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (45 files)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760337347_4018.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.32)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/log_1760337347_4018.txt.encrypted | Confidence: 0.0% | Reason: High entropy (6.32)
2025-10-17 23:37:24 | iot_test_files/normal_encrypted/normal_file_4.txt.encrypted | Confidence: 0.0% | Reason: Rapid file access (46 files)
